Country Name,Country Code,Series Name,Series Code,1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mexico,MEX,"Population, total",SP.POP.TOTL,72080310,73489654,74872006,76224365,77553504,78892015,80233749,81720428,83351595,84993164,86648447,88314424,89969572,91586555,93183094,94767284,96334810,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,128455567
Mexico,MEX,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.250669986,0.276199996,0.301959991,0.344099998,0.306129992,0.324180007,0.354299992,0.393139988,0.38815999,0.398440003,0.369219989,0.398330003,0.443870008,0.47953999,0.49485001,0.471289992,0.420960009,0.425029993,0.435299993,0.429430008,0.387780011,0.328319997,0.306430012,0.283939987,0.300029993,0.282429993,0.268550009,..
Mexico,MEX,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,3945.12,4350.81,4656.51,4873.62,5026.99,5434.53,5962.27,6729.9,7285.4,8316.07,9432.71,9634.49,10418.35,10662.07,11269.39,11856.04,12579.93,13215.34,14085.34,14542.51,15030.26,16016.63,16926.89,18495.83,20074.24,..,..,..
Mexico,MEX,Urban population,SP.URB.TOTL,48956226,50294115,51624248,52944682,54258758,55588892,56930659,58363912,59859781,61372714,62905040,64456282,66008876,67471815,68889330,70304057,71712596,73132993,74590443,76056158,77520574,78995700,80460988,81892383,83306647,84700556,86085517,87567088,89164082,90758420,92306597,93808838,95260846,96701350,98108030,99404550,100623628,101719689,102651435,103660854,104796621
Mexico,MEX,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,..,..,..,3.4,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Monaco,MCO,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.731612086,1.740214109,1.762151003,1.780909538,1.780709863,1.266005278,1.279871821,1.27020359,..
Monaco,MCO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,17.80952,16.77524,..,..,16.98797,..,..,16.66997,16.64834,15.31995,16.84608,17.23434,15.75302,..,..,..,15.39129,..,..,..,..,15.05183,15.25156,11.88624,10.25539,13.11917,15.99401,..,12.70133,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,58,53.4202,..,..,65.5081,..,..,60.98055,60.01025,54.33458,53.36099,52.4779,48.68196,..,..,..,45.83096,..,..,..,..,38.99344,37.74654,51.44008,57.83414,52.34058,41.06121,..,31.46299,..,..,..,..,..,..,..
Monaco,MCO,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,0,0,..,..,0,..,..,0,..,2.45392,..,..,..,..,..,..,4.36853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2653036446,2692421187,2738426579,2805582785,2875289570,3007512679,3132735261,3215547682,3248189614,3292580662,3262489148,3334773663,3405375867,3443200492,3520233452,3643556569,3763813664,3910987404,3996549409,4037573814,4081483913,4182316327,4260763183,4507633844,5158474678,5196627416,4607616461,4702773880,5033019496,5083964623,5570860896,5971240222,6261649891,6447251742,6250989567,6612318444,7080699416,6159422994,7506326878,8339290932,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1092560365,1037329604,1082867507,1515234743,1839081463,2000704745,2010083833,2481307077,2480540845,2737049231,2574494356,2720332135,3130309995,3137886995,2840195190,2934593468,2907118641,2654462665,2673723034,2919647982,3597089751,4043551489,4204652899,4586826513,5875790766,6502942245,5474379252,5367561570,6088689808,5742749294,6555591710,7069353073,6261649891,6465645585,6431271365,7182444410,7383944044,6739645416,8626081321,8784002932,..
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..,42.18486345,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797,97.05297684,..,83.33974409,84.70640914,86.09548575,..,..
Monaco,MCO,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,233000,226000,259000,278000,278000,300000,270000,263000,235000,250000,286000,313000,328000,324000,265000,279000,295000,292000,328000,329000,331000,336000,355000,347000,363000,159000,..,..,..
Monaco,MCO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0,0,0,3.706807633,8.188013951,9.545136904,17.02449636,22.52252252,35.62358347,40.37784775,42.89850608,44.08211071,45.92725252,46.66728556,48.85841916,53.48620142,57.18971604,64.10457845,69.0477685,70.98546341,70.57086021,93.64854912,95.66282421,100.1072658,93.25671559,92.54624592,89.81953549,89.02386351,88.27945664,91.22158017,96.10801148,102.0171182,106.8167485,..
Monaco,MCO,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..,..,..,..,..,..,..,..,81.86695099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.80957031,..,..,..
Monaco,MCO,"Population ages 0-14, total",SP.POP.0014.TO,3519,3654,3768,3853,3905,3925,3881,3840,3898,3998,4088,4170,4246,4311,4366,4403,4378,4334,4365,4432,4469,4473,4445,4374,4261,4185,4223,4305,4367,4409,4430,4435,4443,4471,4508,4553,4609,4657,4698,4753,4814
Monaco,MCO,"Population ages 15-64, total",SP.POP.1564.TO,18315,18565,18801,19020,19225,19424,19657,19872,20011,20123,20234,20337,20434,20542,20653,20766,20876,20914,20834,20696,20551,20407,20271,20141,20004,19894,19834,19792,19747,19711,19692,19686,19673,19610,19499,19378,19233,19028,18792,18617,18491
Monaco,MCO,"Population ages 65 and above, total",SP.POP.65UP.TO,6151,6188,6238,6298,6370,6454,6540,6617,6655,6673,6702,6746,6802,6866,6949,7040,7140,7217,7245,7258,7296,7355,7425,7497,7559,7783,8344,9080,9830,10580,11302,11989,12643,12990,13037,13099,13192,13236,13196,13099,12991
Monaco,MCO,Population growth (annual %),SP.POP.GROW,1.48316193,1.496694133,1.398281949,1.255665192,1.121519826,1.018524201,0.921850216,0.831034299,0.771849528,0.749702002,0.744123269,0.735427307,0.730058236,0.749991649,0.781953205,0.751051414,0.572730386,0.21893655,-0.064705975,-0.178929556,-0.216376703,-0.247862316,-0.295136676,-0.405287997,-0.589029494,0.122477836,1.677520937,2.369771915,2.285456208,2.19981192,2.067809862,1.915204971,1.78404622,0.84246953,-0.072859748,-0.040500588,0.013502019,-0.302883027,-0.641236846,-0.593262624,-0.472749142
Monaco,MCO,"Population, total",SP.POP.TOTL,27985,28407,28807,29171,29500,29802,30078,30329,30564,30794,31024,31253,31482,31719,31968,32209,32394,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,MCO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.037190001,0.038210001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7,24.52,27.79,20.94,13.79,25.93,23.94,26.67,38.93,37.54,33.41,32.12,34.99,43.34,43.25,48.33,30.16,37.22,38.62,42.59,42.06,50.3,46.21,45.45,49.05,..,..,..
Monaco,MCO,Urban population,SP.URB.TOTL,27985,28407,28807,29171,29500,29802,30078,30329,30564,30794,31024,31253,31482,31719,31968,32209,32394,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,MCO,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Gini index,SI.POV.GINI,28.4,..,..,..,26.8,..,..,31.1,..,..,30.4,..,..,..,..,..,28.1,..,..,..,..,29.8,29,30,29.6,29.3,27.9,27.8,27.8,27.6,28.1,28.6,28.2,28.2,28.5,28.1,29.2,26,25.7,..,..
Netherlands,NLD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,4.669310093,4.793039799,5.26707983,5.455309868,5.406549931,5.406479836,4.1417799,4.545249939,4.70468998,12.91040993,13.41946983,..,0.92701,1.11503005,1.050099969,..,0.517270029,..,..,1.102460027,0.035130002,0.097819999,2.077759981,0.193090007,0.201020002,0.151899993,0.302940011,0.258729994,0.325280011,0.254009992,..,..,0.290529996,0.309899986,0.41268,0.427870005,0.343529999,0.400000006,0.398310006,..,..
Netherlands,NLD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,..,..,..
Netherlands,NLD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,54.80317756,55.28956191,56.08873186,56.53138788,54.29444265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,2.081897736,..,2.089596987,..,2.138006687,..,2.068361998,1.995902896,1.975515485,1.960848689,2.040526152,2.159472227,2.102768421,2.124158621,2.090060711,2.08139801,2.090583324,2.016783476,1.960696101,1.833626509,1.858421326,1.745200634,1.888952136,1.867802143,2.000247002,2.004626274,1.9171803,..
Netherlands,NLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4300.250503,4412.165074,4517.089587,4566.68477,4722.933873,4924.155632,5052.627779,5218.202041,5327.476851,5441.655472,5494.112372,5643.106948,5719.061109,5905.992197,6066.243238,6257.890883,6349.319584,6507.105925,6599.26537,6641.740762,6695.715124,6882.970221,6912.372085,7025.834479,7157.378577,7173.046299,6856.281897,7006.273821,7060.053768,6876.589753,6833.911435,6712.774758,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,25.9597653,26.9967186,27.21813589,25.949254,28.07261141,35.71130999,33.99589322,38.21003779,33.93471714,32.63911361,31.42601641,33.81496738,36.98793845,33.30835958,31.62396126,32.46007792,28.90682657,30.25069451,30.45065821,30.20181078,30.71949431,27.79753789,26.94928994,26.82100108,27.06794085,24.93119607,23.40290788,21.63159219,21.70704527,26.44097659,27.06908076,31.348508,38.65358408,..,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,19.60565,17.87355,27.60823,27.19401,23.77715,25.04237,..,18.98446,19.43047,..,22.60037,22.64591,23.0686,23.46146,..,24.85826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.34611,21.22068,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,38.30635,38.32964,35.60884,34.07015,34.88865,33.5687,..,38.5925,37.48774,..,39.39297,39.58294,39.7498,39.98002,..,39.0926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.90696,40.48964,..,..,..,..,..,..,..
Netherlands,NLD,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,30.07887,30.28846,29.00031,27.76032,31.97841,30.20054,..,33.25415,32.59294,..,31.19357,30.94039,30.11758,29.32645,..,28.89228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.12593,31.92546,..,..,..,..,..,..,..
Netherlands,NLD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3.7312E+11,3.84543E+11,3.94465E+11,4.05459E+11,4.13289E+11,4.27512E+11,4.46408E+11,4.65082E+11,4.76426E+11,4.84555E+11,4.90648E+11,5.05177E+11,5.20918E+11,5.39144E+11,5.62484E+11,5.88717E+11,6.18354E+11,6.44298E+11,6.5929E+11,6.60723E+11,6.61751E+11,6.74886E+11,6.88727E+11,7.12564E+11,7.39448E+11,7.55497E+11,7.27793E+11,7.37566E+11,7.49007E+11,7.41289E+11,7.40324E+11,7.50862E+11,7.65573E+11,7.82352E+11,8.05125E+11,8.24134E+11,8.4025E+11,8.07598E+11,8.57603E+11,8.94728E+11,8.95766E+11
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1.53445E+11,1.43913E+11,1.43846E+11,2.00862E+11,2.45046E+11,2.61911E+11,2.58337E+11,3.18331E+11,3.275E+11,3.62963E+11,3.5355E+11,3.7913E+11,4.52302E+11,4.5049E+11,4.16813E+11,4.38008E+11,4.4705E+11,4.17479E+11,4.31587E+11,4.73862E+11,5.8007E+11,6.5838E+11,6.85348E+11,7.33955E+11,8.48559E+11,9.5187E+11,8.71519E+11,8.47381E+11,9.05271E+11,8.38923E+11,8.77173E+11,8.92168E+11,7.65573E+11,7.8406E+11,8.3387E+11,9.14043E+11,9.10194E+11,9.09793E+11,1.02968E+12,1.0094E+12,1.11812E+12
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,91.89189189,93.2885906,91.33333333,92.05298013,92.51968504,..
Netherlands,NLD,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,6574000,6580000,7841000,9312000,9874000,10003000,9500000,9595000,9181000,9646000,10012000,10739000,11008000,10104000,9921000,10883000,11300000,11680000,12783000,13925000,15007000,15828000,17924000,18780000,20129000,7265000,..,..,..
Netherlands,NLD,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,7102096,7195092,7256259,7390795,7465688,7566030,7760296,7899213,8047998,8237559,8384016,8532973,8561053,8618836,8457142,8508765,8674930,8830188,8909191,8887012,8900853,9013873,9054383,9031991,9095975,9128587,9194515,9309225,9466453,9502134,9620091,9793778,9998892
Netherlands,NLD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.848584745,2.861724417,2.768218121,2.725119786,2.713467178,2.610909468,2.517403906,2.369019885,2.248531531,2.213002596,2.027829408,1.913060975,1.794240505,1.756607736,1.659273183,1.580648061,1.589825426,1.434004341,1.437906869,1.426556012,1.443809598,1.42682784,1.396485279,1.393389057,1.354716798,1.305319238,1.397633322,1.325433715,1.288365349,1.235408888,1.166151624,1.159687891,1.132711505,1.163626918,1.156803668,1.216674182,1.318360996,1.441263983,1.376647095,1.583281138,..
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,..,0.033067635,0.104848165,0.164902921,0.223542129,0.377098663,0.528620872,0.764293078,1.095660031,1.416292584,2.091276329,3.489425681,6.538548864,10.98535148,21.31327693,42.65907064,67.6451895,76.3376165,75.3563546,81.84737461,91.38038468,97.3691093,105.9435391,117.6543655,125.3100554,121.8477658,115.4171328,118.7279121,117.4658849,115.4123066,115.3822493,122.1109286,121.9889276,119.3221581,122.1100816,125.3335923,122.8307665,125.0621654,118.0652669,..
Netherlands,NLD,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,94.49597931,94.11917877,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Population ages 0-14, total",SP.POP.0014.TO,2961743,2888229,2818985,2766391,2731911,2715154,2713308,2727878,2754736,2783112,2809702,2832668,2848046,2859202,2876327,2902519,2931170,2959105,2982895,2996997,3003598,3001600,2986837,2963332,2940526,2925170,2916098,2909329,2901855,2887465,2863889,2837999,2811351,2786927,2767111,2747066,2731641,2720919,2718089,2730364,2742725
Netherlands,NLD,"Population ages 15-64, total",SP.POP.1564.TO,9705971,9817954,9925234,10021165,10112289,10187104,10244770,10303618,10366385,10425388,10480716,10527480,10564331,10601617,10641028,10686744,10739730,10800244,10869275,10931210,10973804,10999794,11016609,11031473,11051655,11079502,11109811,11139436,11136315,11101082,11078304,11077603,11098316,11135885,11176625,11216475,11262366,11293838,11316863,11374713,11429674
Netherlands,NLD,"Population ages 65 and above, total",SP.POP.65UP.TO,1699356,1718028,1747413,1784722,1820837,1857836,1890829,1920014,1948676,1975666,1999950,2022689,2046629,2069678,2093295,2117946,2141188,2166164,2194010,2220722,2247899,2280385,2316422,2351296,2389514,2440921,2504479,2566628,2654905,2766415,2862240,2949406,3030256,3107503,3187560,3268083,3350868,3426742,3498092,3595905,3707089
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.379222596,0.39693319,0.46632652,0.554957726,0.634526879,0.646096228,0.599907213,0.688603823,0.788031035,0.756056593,0.69699133,0.602938474,0.493927373,0.461395748,0.514767002,0.616640531,0.665493187,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.466428782,0.370055035,0.294820793,0.359828173,0.443220089,0.53217888,0.591203366,0.583933409,0.655071575,0.55554079,0.523490508,0.953278923,1.003401572
Netherlands,NLD,"Population, total",SP.POP.TOTL,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17879488
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,1.840929985,1.844769955,1.742059946,1.822819948,1.789800048,1.796090007,1.745429993,1.783900023,1.789010048,1.773880005,1.740669966,1.670300007,1.622689962,1.665699959,1.704040051,1.881309986,1.916270018,2.15605998,2.173300028,2.14605999,2.150810003,2.178570032,2.138799906,2.184350014,2.321820021,2.308860064,..,..
Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,18565.62,18654.85,18778.35,17751.63,18865.25,18769.03,19627.11,20111.59,21555.51,24179.86,24828.84,25555.34,26521.22,28385.45,29127.43,29981.55,30713.33,31251.17,31512.23,31178.38,30962.18,31126.28,31333.4,31458.37,33376.81,..,..,..
Netherlands,NLD,Urban population,SP.URB.TOTL,9470198,9565992,9668672,9780476,9900806,10022989,10141210,10269295,10447740,10662777,10871452,11069798,11255548,11436659,11622597,11819675,12021931,12229998,12488742,12775902,13035570,13271929,13485107,13671225,13848922,14044865,14263741,14477657,14669707,14842886,14987369,15126226,15275237,15435425,15602670,15765213,15935776,16087342,16230689,16441734,16659928
Netherlands,NLD,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,..,..,..
Nepal,NPL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,35.2,..,..,..,..,..,..,..,43.8,..,..,..,..,..,..,32.8,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.821400166,6.411530018,..,..,..,12.17000008,8.333999634,3.971999884
Nepal,NPL,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,..,..,..
Nepal,NPL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,52.62058095,64.91143044,61.65692299,63.68153823,66.54121,66.18364321,65.19788038,59.88242969,66.35144343,64.06810979,64.57331984,58.98914159,63.93546098,62.58819538,59.41566729,51.76462305,49.68696803,42.97866114,43.79998725,..,33.86252123,..,..,..,..,..,..,..,..,31.77714735,39.04856313,39.92226864,..,..
Nepal,NPL,"Compulsory education, duration (years)",SE.COM.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9,9,9,9,9,9,9
Nepal,NPL,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.639208674,..,-0.595585644,..,-0.567300498,..,-0.463561416,-0.588842928,-0.953119218,-0.742212892,-0.692943096,-0.791534424,-0.818007648,-0.704490542,-0.695682704,-0.78744036,-0.814642906,-0.688907444,-0.588590503,-0.603224993,-0.826682508,-0.776277244,-0.688618004,-0.69104737,-0.598265946,-0.556139708,-0.532641351,..
Nepal,NPL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,17.86070134,19.25140054,21.32199687,24.69765444,26.9013703,29.05867261,31.4963476,33.89998129,35.86547744,35.64850057,37.05208531,39.82610308,42.41092954,44.76831934,45.16242278,47.84138329,53.51412825,57.33015737,62.91054389,65.92405912,68.87849304,72.75813515,75.47999609,82.39384552,86.5474979,82.80774348,96.42230691,101.9823341,114.8666533,119.3895772,134.3240002,143.5068381,..,..,..,..,..,..,..,..,..
Nepal,NPL,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..
Nepal,NPL,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.20334,48.29229,55.02941,55.3618,59.21355,56.471,..,..,..,..,62.3792,62.97432,55.70124,54.50737,54.24189,54.78521,53.47322,53.77015,..,..,..,..,..,..,..,..
Nepal,NPL,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.79511,24.64161,21.9576,22.82665,23.07671,22.06686,..,..,..,..,24.16327,23.50926,30.50377,31.80731,32.1708,32.12449,33.05305,33.31876,..,..,..,..,..,..,..,..
Nepal,NPL,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.95528,18.44974,18.82241,11.94082,12.07163,10.28111,..,..,..,..,13.45753,11.98227,12.74599,11.76926,11.94124,11.34148,11.41365,10.79779,..,..,..,..,..,..,..,..
Nepal,NPL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5670601763,6219580093,6601767395,6903181024,7020232623,7560566499,7887912410,8253520017,8779116585,9139622809,9491484581,10271305209,10627560489,11193827113,11758960073,12113656107,12648180060,13432367221,14077106360,14094019043,14650033416,15336036357,15869604827,16403555897,16963173095,17998713599,18814609456,19720799062,20395607080,21348110877,22100664485,23429242138,24360801287,24466311259,26662720369,28695053195,30605298793,29880069319,31325711777,33089761145,33735853500
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2447174803,2581207388,2619913956,2850782044,2957255380,3487009748,3525225787,3627560239,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258378,9043715356,10325618017,12545438605,12854985464,16002656434,21573872421,21703100877,22162204925,22731612922,24360801287,24524109484,28971588940,33111525237,34186180699,33433659301,36924841394,41182939601,40908073367
